step	time	T	Ekin	lj	bond_124	angle_252	dihedral_190	lj-14_0	lj-14_1	P
1000	1	3.47745	39121.3	-35531.8	14233.3	17573	77047.7	515.171	17762.3	-9.64561
2000	2	3.54057	39831.4	-35991.4	14077.5	17352.2	77150	439.338	17524.2	-5.55829
3000	3	3.46871	39023	-36042.5	14025.6	17335	77220.4	394.314	17848	27.3793
4000	4	3.58446	40325.2	-36021.2	14453.8	17146.9	77678.8	413.034	17684.2	-9.71884
5000	5	3.52078	39608.7	-36020.8	14107.4	17745.3	77970.5	402.458	17409.3	7.28277
6000	6	3.54301	39858.9	-35816.5	14221.9	17155.1	77642	447.846	17814	28.6202
7000	7	3.54243	39852.3	-35943.5	14186.5	17369.3	77695	479.065	17429.2	8.0886
8000	8	3.55773	40024.5	-35764.5	14032.8	17310.4	77819.4	397.626	17733	1.76849
9000	9	3.49948	39369.2	-35915.4	14042	16850.4	77756.1	398.98	17669.5	1.12613
10000	10	3.55358	39977.8	-35835.8	14169.9	17291.4	77675.8	496.644	17519.2	-37.4119
11000	11	3.55187	39958.6	-35894	14446.8	17405.6	77931	400.391	17208.9	-33.4315
12000	12	3.55117	39950.7	-35706.7	13837.7	17660	77373.6	429.612	17715.8	14.3541
13000	13	3.51727	39569.3	-35652.2	14108.4	17684.5	77011.1	457.618	17734.9	4.51931
14000	14	3.4886	39246.8	-35681.2	13973.2	17673.5	76913.2	435.363	17660.4	-0.630962
15000	15	3.47545	39098.8	-35939	14562.4	17548.3	76731.2	403.225	18144	-10.7468
16000	16	3.5272	39681.1	-35665.2	14032	17257.2	77073.7	436.882	17851.1	-11.2608
17000	17	3.51275	39518.4	-35639.9	14388.1	17547.7	77090	411.671	17694.3	-34.5898
18000	18	3.48913	39252.7	-35870.6	13948	17684.6	77377.2	377.391	17685.7	46.0345
19000	19	3.50754	39459.8	-35840.9	14258.8	17402.6	77777.6	374.637	17626.5	17.575
20000	20	3.53115	39725.5	-36061.9	14312.1	17182.2	77970	448.362	17522.3	-1.9157
21000	21	3.52857	39696.4	-36057.1	13963.3	17441.1	77804	443.946	17387.4	0.159885
22000	22	3.51163	39505.9	-35951.3	14157.9	17494.1	77973.8	402.826	17389.8	0.17264
23000	23	3.5329	39745.1	-35746.9	14214.8	17419.1	77778.4	395.025	17410.2	11.2956
24000	24	3.55432	39986.1	-36030.2	14019.8	16715.5	77480	477.672	17977.5	14.0798
25000	25	3.48155	39167.5	-36073.4	14195.5	17735.6	77246.5	404.581	17633.9	-33.2518
26000	26	3.48638	39221.7	-36059.4	14392.6	17801	77437.5	398.071	17300.6	-43.4461
27000	27	3.48261	39179.4	-35827.6	14077.8	17729.2	77680.1	424.482	17511	-18.3665
28000	28	3.55483	39991.8	-36041.4	14324.5	17531.4	77468.9	379.162	17623.1	7.63923
29000	29	3.53548	39774.2	-36288.7	13742.8	17314.7	77747.4	344.143	17537.6	19.3293
30000	30	3.58752	40359.6	-35838.3	13851.1	17698.9	77564.1	359.955	17237.9	7.92223
31000	31	3.57003	40162.8	-35896.4	13918.2	17282.8	77928.6	448.111	17598	31.9082
32000	32	3.51733	39570	-35857.1	14293.1	16974.3	77336.9	435.489	17511.4	-10.7599
33000	33	3.50066	39382.4	-35789.3	13777.8	17687.9	77560.6	443.297	17367.7	13.464
34000	34	3.52091	39610.2	-35769.9	14486	17268.2	77296.5	310.42	17766	-8.5062
35000	35	3.5422	39849.8	-35775.7	14232.6	17471.2	77382.4	447.314	17495.5	3.59335
36000	36	3.49101	39273.8	-35823.4	13828.1	17313.8	77139.5	465.507	17399.1	3.37073
37000	37	3.53488	39767.4	-36038.8	14425.9	17192.3	77603.6	355.018	17295.5	-34.0795
38000	38	3.53023	39715.1	-35913.8	13793	17243.8	77181	318.996	17955.6	8.12819
39000	39	3.55538	39998	-35913.9	14355	17805	77225.2	401.236	17669.5	-9.89233
40000	40	3.46576	38989.8	-35791.2	14147.9	16864.2	77196.3	331.827	18043.8	15.9775
41000	41	3.56651	40123.2	-35890.3	14147.9	17355.2	77498.9	443.684	17680.1	15.7634
42000	42	3.51538	39548.1	-35932	14170.1	17904.6	76999.8	421.706	17471.4	-18.4927
43000	43	3.51749	39571.7	-35904.8	14456.6	17229.4	77388.2	432.716	17397	-14.4954
44000	44	3.53712	39792.6	-36007	14039	17837.6	77588.8	415.957	17235.9	13.8737
45000	45	3.51984	39598.2	-35731.5	14065.9	17225.7	77416.5	442.777	17476.9	-12.3595
46000	46	3.54897	39926	-35744.5	14412.5	16594.4	78093.9	314.295	17592.4	1.98993
47000	47	3.50973	39484.5	-35801.1	14074.8	16878.7	77681.2	408.334	17956.6	23.8258
48000	48	3.5614	40065.7	-35878.4	14305.9	17625.4	77556.2	470.37	17514.8	-3.1176
49000	49	3.54576	39889.8	-35962.4	14056.4	17392	77860.1	483.913	17415.4	3.44502
50000	50	3.52627	39670.5	-36006.7	13978.6	16884.7	78042	416.717	17042.3	-60.5437
51000	51	3.55077	39946.1	-35856.3	14117.3	17954.4	77096.6	406.611	17463.9	15.1933
52000	52	3.4989	39362.6	-36035.7	13891.2	17206.5	77804.4	345.078	17775.3	20.3896
53000	53	3.56815	40141.7	-35913.9	14422.4	17611.4	77715.2	398.287	17913.6	3.51975
54000	54	3.52701	39678.9	-35737	14426.7	17374.9	77152.2	397.338	17830	10.9982
55000	55	3.5684	40144.5	-35877.9	13917.2	17522.9	76702.5	458.838	17936.4	4.64596
56000	56	3.49297	39295.9	-35794.8	14148.4	17546.9	77520.9	362.841	17491.2	3.49188
57000	57	3.49087	39272.3	-35962.5	13907.6	17613.2	77421.1	370.497	17617.5	3.88233
58000	58	3.49769	39349	-35857	14053.5	16957.7	77043	372.66	17967.1	1.54024
59000	59	3.54385	39868.3	-35844.9	14064.2	17321.7	77669.5	435.939	17418.9	-22.1936
60000	60	3.50576	39439.8	-35807.6	14231.1	17902.3	77226.5	373.968	17801.1	13.9651
61000	61	3.5434	39863.2	-35896.2	13924.8	17598	77370.3	428.975	17555.3	31.1132
62000	62	3.54097	39835.9	-35925.8	14220.5	17108	77139.8	484.112	17684.8	17.3077
63000	63	3.56578	40115.1	-35907.7	14488.4	17756.8	76842.4	455.042	17503.8	-23.8499
64000	64	3.5094	39480.7	-35736.1	14304.3	17771.5	77050.3	417.197	17738.7	4.01901
65000	65	3.48797	39239.6	-35904.5	14073.4	17402.4	77539.9	459.852	17793.4	10.0428
66000	66	3.55236	39964	-36007.6	13886.1	17116.7	77640.7	381.533	17747.8	-3.19858
67000	67	3.52163	39618.4	-35913	14572.1	17156.2	77900.5	441.877	17411.1	-4.85631
68000	68	3.5042	39422.2	-36005.8	13910.1	17638.9	77728.8	434.744	17556.1	10.3526
69000	69	3.52963	39708.4	-35975.4	14202.5	17146.9	77827.1	490.524	17658.6	18.8875
70000	70	3.53465	39764.9	-35871.2	14256.8	17213.6	77340.3	390.546	17706.7	-9.6834
71000	71	3.55027	39940.5	-35896.7	14128.2	17753.4	77056.8	429.891	17472.6	-10.7527
72000	72	3.47316	39073	-35871.4	13961.7	17044.6	77916.4	378.164	17552.7	9.57241
73000	73	3.48633	39221.2	-35813	14248.5	17766.3	77127.9	440.284	17808.1	-0.462326
74000	74	3.53609	39781	-35995.9	14136.2	17995.2	76737.3	512.951	17841.3	10.7857
75000	75	3.55945	40043.8	-35764.7	14561.6	17389.3	77126.7	367.384	17807.8	-32.6824
76000	76	3.53895	39813.2	-35965.3	13860	17156.2	77355.2	366.806	17869.8	-12.8231
77000	77	3.49266	39292.4	-35969.9	14490.4	17268.3	78062	475.55	17290.4	-2.02244
78000	78	3.54101	39836.4	-36041.3	14398.8	16609.7	77915.3	433.32	17621.5	1.7603
79000	79	3.56719	40130.9	-35816.4	14443.1	17134.2	77731.9	416.873	17659	36.7085
80000	80	3.46626	38995.4	-35957.1	14644.9	17461	76986.8	403.333	18068.5	-1.93626
81000	81	3.54425	39872.8	-35758.3	14538	17943.8	76843.2	453.969	17516.9	-15.3529
82000	82	3.51093	39497.9	-36023.2	14132.4	17180.5	77022.5	459.204	18245.4	-10.1309
83000	83	3.53726	39794.1	-35961.1	14325.3	17392.5	77186.4	431.698	17590.8	6.81093
84000	84	3.49887	39362.2	-36038.3	14345.3	17175.6	77629.3	491.543	17430.4	-33.3805
85000	85	3.51051	39493.3	-35833.4	14050.9	17502.8	77140.6	407.194	17821.9	-14.9007
86000	86	3.53212	39736.4	-35683.3	14217.1	17563.2	77502.3	465.802	17476.4	-24.6758
87000	87	3.53597	39779.6	-35837.2	14213.4	17201.7	77635.4	468.98	17377.2	-1.16561
88000	88	3.51129	39502	-35834.7	14068.4	17342.8	77230.5	468.762	17787.4	31.6059
89000	89	3.51537	39547.9	-35449.6	14368.4	17367.3	76850	431.46	18384	-3.61332
90000	90	3.52815	39691.7	-35918.4	14286.8	17815.3	77406.7	457.546	17511.7	4.26103
91000	91	3.54333	39862.4	-35676.4	14123.2	17750.9	77315	400.893	17750.9	44.2433
92000	92	3.56749	40134.3	-35924.3	14098.2	17611.3	77432.1	431.243	17403.4	5.36682
93000	93	3.49651	39335.8	-35976.8	14301.3	17191.9	77904.5	364.565	17627.1	-14.1745
94000	94	3.45149	38829.3	-35633.4	13796.8	17301.6	77551.7	337.885	17730	17.789
95000	95	3.42232	38501.1	-35809.8	13719.6	17489.3	77579.1	368.023	17551	22.2718
96000	96	3.5124	39514.5	-35823.5	13937.9	17934.2	76680.8	439.768	18021.3	10.9706
97000	97	3.4781	39128.6	-35895.9	13979	17321.2	77052.9	404.678	17917.9	-5.06113
98000	98	3.51664	39562.2	-35735.1	13995.8	17944.6	77102.3	346.309	17542	-6.32055
99000	99	3.52347	39639	-35914.7	14098.6	17460.2	77510.3	349.219	17484.8	-3.4178
100000	100	3.55677	40013.6	-35796.6	14299.9	17954.8	76618.2	381.608	17540.5	-18.4956
101000	101	3.51794	39576.8	-36020.7	14315.5	17180.7	77868.2	368.061	17643	0.909649
102000	102	3.51037	39491.6	-35792.4	14102.5	17954.3	76867.8	398.821	17920.2	11.1931
103000	103	3.5015	39391.8	-35855.9	14069.5	17801.4	77273.3	399.197	17633.8	-3.5121
104000	104	3.54281	39856.6	-36134.2	14067.2	17901.5	77488	357.225	17646	0.938972
105000	105	3.52189	39621.2	-35811	13854.3	17425.1	77414	468.116	17764	31.7471
106000	106	3.54176	39844.8	-35673.1	13886.9	17494.8	77730.3	442.207	17615.5	24.4067
107000	107	3.54556	39887.6	-35802.1	14138.9	17565.3	77043.1	466.859	17672	19.138
108000	108	3.53234	39738.8	-35880.4	14231.2	17841.2	76629.5	404.8	17845.5	-11.5373
109000	109	3.48656	39223.8	-35930	14517.9	17831.2	77022.5	486.405	17385	-35.2931
110000	110	3.5282	39692.3	-35972.8	14106.1	17652.5	77593.9	408.827	17576.8	-8.44355
111000	111	3.47938	39143.1	-35816.6	14158.6	17867.9	76855	490.357	17887.9	10.7333
112000	112	3.58293	40307.9	-35981.3	13729	17137.1	77053.3	400.892	18034.1	12.9924
113000	113	3.50419	39422.2	-36002.1	14427.3	17210.7	77504.8	394.782	17416.7	-23.1123
114000	114	3.48877	39248.7	-35813.6	13866.1	17023.5	77407.9	420.845	17756.6	11.4159
115000	115	3.5084	39469.5	-35865.8	14384.7	17323.7	77103.9	426.789	17931.6	5.24602
116000	116	3.52823	39692.6	-35897.6	13948	17281.5	77899.9	409.834	17819.8	35.473
117000	117	3.50359	39415.4	-35808.2	14256.7	17178.8	78018.7	449.076	17091.1	-4.01115
118000	118	3.54673	39900.7	-35897.4	14155.7	17267.7	77644.7	405.226	17466.9	-21.9263
119000	119	3.48373	39192	-35760	13975.9	17613.2	77171.8	460.278	17500.2	9.2489
120000	120	3.50186	39395.9	-35643.3	14248.9	16866.5	77778.7	416.343	17507.8	-6.50687
121000	121	3.53215	39736.6	-35835.3	14770.5	17647.1	77124	413.249	17614.2	-19.4586
122000	122	3.55144	39953.7	-36019.3	14019	17680	77651.2	389.717	17244.4	-21.6215
123000	123	3.53437	39761.7	-35937.3	14138.8	17425.7	77828.8	473.225	17169.3	-14.6181
124000	124	3.56312	40085.1	-36079.5	14281.2	17088.8	77596.2	335.71	17518.3	5.18666
125000	125	3.54633	39896.2	-35927.6	13755.7	16876.9	77985.4	422.072	17272.6	-1.37406
126000	126	3.50279	39406.3	-35936.3	13916.3	17403.2	77522.1	424.264	17433.1	-15.4723
127000	127	3.51068	39495.1	-35922.5	14167.9	17687.4	77404.9	482.735	17593	15.2372
128000	128	3.50042	39379.8	-35753.2	13888.5	17576.1	77526.9	425.168	17645.1	-2.19146
129000	129	3.59949	40494.3	-35837.5	14009.5	17374	77940	338.87	17720.7	39.9346
130000	130	3.50019	39377.2	-35765.5	13454	17543.2	77064.5	396.976	17912.2	19.5685
131000	131	3.475	39093.8	-35989.4	13773.9	17528.2	77569.8	338.088	17585.5	-0.579881
132000	132	3.55135	39952.6	-35722.3	13914.8	17437.9	77215.9	397.424	17560.8	11.5093
133000	133	3.51153	39504.7	-35734.7	14171.7	17248.1	77479.4	413.618	17450.1	-25.0518
134000	134	3.49069	39270.2	-35868.8	14209.2	16947.8	77607.5	462.595	17589.9	-22.0241
135000	135	3.56416	40096.8	-35679.4	14247	17327.7	77374.7	444.498	17500.6	-17.2593
136000	136	3.51107	39499.5	-35843.1	14186.5	17123.8	77749.3	423.538	17484.6	-9.60923
137000	137	3.53275	39743.4	-35891.3	14103.5	17312	77309.2	373.409	17879.5	7.55076
138000	138	3.54125	39839.1	-35816.9	13825.8	17601.3	77793.2	400.281	17393.4	12.658
139000	139	3.52664	39674.7	-35995.4	13551	17922.6	77534	339.354	17752.9	13.996
140000	140	3.55784	40025.8	-36031.9	14274.7	17335.9	77895.3	411.118	17306.2	-11.9301
141000	141	3.54397	39869.7	-36095.3	14089.8	17432.1	77480.4	461.423	17438.6	-22.5653
142000	142	3.49544	39323.7	-36088.8	13942.3	17588.1	77675.2	399.279	17453.1	-38.5816
143000	143	3.54489	39880	-35867.2	14289.3	17798.5	76912.6	402.477	17846.6	16.7867
144000	144	3.5305	39718.1	-35787.1	14290.3	17473.2	76666.8	373.986	17842	-17.6064
145000	145	3.52517	39658.2	-35793.3	14153.2	17802.2	76941.9	390.623	17907.1	35.782
146000	146	3.46843	39019.8	-35836.5	13900	17170	77288.3	390.348	17697.3	19.7935
147000	147	3.51682	39564.2	-35857	14300.1	17667.4	76983.2	344.131	17483.6	-32.6311
148000	148	3.5655	40111.9	-35810.6	14038.8	17942.9	76658.1	360.219	17819.4	-13.4914
149000	149	3.50543	39436.1	-35868.3	13851.8	17326.4	77073.5	375.606	17822.9	30.2855
150000	150	3.51621	39557.3	-35741.4	13976.2	17652.1	77495.5	411.607	17179.6	-27.468
151000	151	3.52601	39667.7	-35920.9	13744.5	17288.3	77821.1	358.876	17548.4	-12.1972
152000	152	3.49982	39373	-35827.9	14645.6	17108.9	77162.1	424.299	17899.7	-5.63907
153000	153	3.56855	40146.2	-35921.9	14129.1	17839.7	77061.3	424.275	17421.7	-12.8619
154000	154	3.47545	39098.9	-35897.4	14031.5	16986.3	77182	400.042	17548.2	-18.2664
155000	155	3.4694	39030.7	-35690	14279.7	17937.3	76878.7	432.541	17816.3	-19.1308
156000	156	3.48183	39170.6	-35958.1	14282.3	17231.3	77315.8	452.905	17837.2	-9.58587
157000	157	3.55546	39998.9	-35707.3	14285.3	16825.6	77757.5	429.038	17777.7	1.45558
158000	158	3.53724	39794	-35699.4	14416.6	17353.1	78090.2	412.815	16873.3	-31.1795
159000	159	3.51083	39496.8	-35786	13953.9	17413.4	78031.7	349.388	17448.2	9.06393
160000	160	3.52001	39600.1	-35844.6	14644.8	17035.1	77428.6	396.681	17816.7	-24.0797
161000	161	3.52681	39676.6	-36235.9	14448.2	17617.4	78206.3	365.594	16994.6	-44.7032
162000	162	3.51655	39561.2	-36061.9	14128.3	17974.5	77382.7	338.484	17743	9.60139
163000	163	3.45042	38817.3	-35666.7	14037.4	17978.9	77223.4	398.798	17352	-22.9207
164000	164	3.54094	39835.5	-35899	14526	17990.2	77339.8	394.04	17672.4	-12.1281
165000	165	3.5491	39927.4	-35872.4	13703.6	17397.9	77974.6	424.156	17617.3	53.0007
166000	166	3.57278	40193.8	-35803.5	14642.2	17396.5	77731.1	344.974	17479.8	-7.9277
167000	167	3.58384	40318.2	-35937.8	14497.8	17136.3	77857	436.472	17444	2.35974
168000	168	3.49671	39338	-35689.3	14098	17759	77596.8	430	17485.8	25.9708
169000	169	3.46818	39017	-35973.3	13997.3	17026.5	77976.4	435.271	17330.4	-18.1535
170000	170	3.53622	39782.5	-35989.4	14351.9	17064.2	78135.9	394.223	17381.5	4.06725
171000	171	3.50839	39469.4	-35970.5	14349.3	17329	78001.1	415.206	17423.7	-19.207
172000	172	3.51912	39590.1	-35638.9	14273.4	17103.4	77959.2	418.96	17322.5	31.0136
173000	173	3.52867	39697.5	-36044.9	13893.4	17712.2	77163.6	472.039	17603.7	18.0277
174000	174	3.51645	39560	-35901.3	13913.8	17238.7	77492.1	428.457	17533.5	-11.1349
175000	175	3.51532	39547.4	-35899.7	13949.2	17418.3	78003.2	430.075	17533.9	28.3116
176000	176	3.49128	39276.9	-35769.4	14662.8	17089.4	78270.3	342.137	17252	-25.8409
177000	177	3.51081	39496.6	-35858.8	13717.9	17480.6	77945.4	439.527	17065.2	-4.19095
178000	178	3.57733	40245	-36141.1	14223.2	17264.7	78131.5	422.834	17114.9	-1.07722
179000	179	3.51092	39497.8	-35837.1	14247.2	17521.5	77914.7	371.196	17532.3	20.9976
180000	180	3.56396	40094.5	-35638	13965.4	17817.9	77761.6	335.936	17529.3	14.3989
181000	181	3.47468	39090.2	-35827.9	13727.7	17280.5	78079.1	393.908	17150.4	25.9163
182000	182	3.54834	39918.8	-35778.2	14058.9	17471.4	77593.7	409.024	17714.1	14.8362
183000	183	3.49634	39333.8	-35768.5	14131.2	17171.8	77653	373.572	17788.1	3.72568
184000	184	3.52225	39625.4	-35977.6	14049.6	17373.1	77794	438.212	17226.5	1.67828
185000	185	3.5413	39839.7	-35843.6	13966	17303.4	78055.5	421.128	17264.2	11.8506
186000	186	3.55961	40045.6	-35789.9	14310.3	17312.7	77670.2	361.789	17661.2	5.71064
187000	187	3.49429	39310.7	-35880.8	13845.7	17338.1	78045.3	377.061	17621.4	44.1649
188000	188	3.46845	39020	-35789.9	14437.7	16880.6	77690.9	429.553	17530	-0.456541
189000	189	3.53114	39725.4	-35966.1	14518.4	17285.1	77552.3	417.903	17761.1	-14.0817
190000	190	3.53069	39720.2	-35575.6	14198.1	17578	77495.5	352.27	17652.4	-24.3896
191000	191	3.50279	39406.4	-35879.1	14119.8	17373.8	77538.1	388.334	17931.1	22.2867
192000	192	3.54195	39846.9	-35812.1	14085.7	17445.1	77424.8	394.102	17641	19.3879
193000	193	3.52062	39607	-36045.3	14287.4	17372.8	77866.4	371.551	17358	-12.1605
194000	194	3.4921	39286.1	-35870.5	14166.3	17135.9	78098.7	401.94	17354.9	6.62178
195000	195	3.47831	39131	-35924.7	14289.2	16912.7	77699.4	404.417	17493.4	7.62635
196000	196	3.51687	39564.8	-36122.3	14123.2	17813.6	77817.1	412.263	17409.7	-6.46834
197000	197	3.50795	39464.4	-36080.1	14044.5	17457.6	77757.8	357.091	17435.5	-6.39983
198000	198	3.50325	39411.5	-35809.4	13996.6	16868.7	78018.2	406.798	17326.5	8.75486
199000	199	3.5595	40044.4	-36076.6	13665.4	17118.8	78050.1	401.408	17300.9	-10.9168
200000	200	3.58229	40300.8	-35749.9	14156.6	17212.4	77955.1	415.852	17450.3	14.185
201000	201	3.51058	39494.1	-35779.8	13742.1	17143.1	78045.2	399.1	17200.7	-7.77745
202000	202	3.48923	39253.9	-36052.4	14474.6	17770.8	77568.4	478.599	17470	0.483676
203000	203	3.51035	39491.5	-36091.5	14170.2	17245.8	77893.2	457.67	17335.9	-16.4836
204000	204	3.53099	39723.6	-35998.6	13999.1	17634.4	77924.6	399.447	17500.8	14.1343
205000	205	3.54952	39932.1	-35911.2	14481.5	17497.2	77780.5	428.688	17437.4	-0.613072
206000	206	3.51411	39533.8	-35952.6	14497.5	16889.5	77981.2	347.04	17497.1	-31.089
207000	207	3.5645	40100.7	-35984.4	14414.4	17176.4	78124.7	329.61	17371.5	-1.47635
208000	208	3.48829	39243.2	-35905.3	14010	17027	77841.7	438.495	17132.9	-45.0546
209000	209	3.48845	39245	-35743	13643.5	17437.6	77153.8	348.514	18033.6	13.2325
210000	210	3.54583	39890.5	-36019.4	14306.1	17402.7	77105.7	454.673	17873	1.68247
211000	211	3.55432	39986.1	-35846.8	14085.5	17935.8	77477.8	391.124	17588.5	-11.1884
212000	212	3.50145	39391.3	-35992.1	14345.2	17523.1	76997.7	426.212	17519.3	-35.059
213000	213	3.46879	39023.9	-36099.2	14149.2	16927.2	77963.6	384.966	17491.7	-26.6855
214000	214	3.50659	39449.1	-35863.9	14635.8	17150.7	77971.6	424.462	17583.6	-18.4879
215000	215	3.53683	39789.4	-35829.9	14179.5	17501.4	77525.5	379.521	17758.4	21.143
216000	216	3.48964	39258.5	-36031.5	14048.9	17181.8	77717.6	420.373	17570.4	9.5323
217000	217	3.45251	38840.8	-35801.2	14230	17424	77653.8	434.008	17386.8	-34.8572
218000	218	3.53891	39812.7	-36070	14309.8	17366.6	77707.8	475.91	17582.2	6.43602
219000	219	3.53277	39743.7	-36014.8	14472.2	17363.3	78001.7	384.712	17315.8	-2.05991
220000	220	3.55355	39977.4	-35845.6	13734	17242	77724.9	403.74	17418.7	15.7338
221000	221	3.52216	39624.3	-35876	14277	17348.3	78170.9	373.023	17547.5	-9.09189
222000	222	3.54165	39843.6	-35908.1	14157.6	16817.9	78146.1	361.086	17348.6	-2.75954
223000	223	3.53696	39790.8	-36008.8	13887.8	17291	78397.4	477.755	17249.8	37.2544
224000	224	3.56863	40147.1	-35828.8	13965.9	17493.7	77683.3	439.507	17309.4	16.0323
225000	225	3.50468	39427.6	-35943.8	14262.2	16715.4	78053.4	446.854	17373.5	-0.215983
226000	226	3.46324	38961.4	-36072.4	14069.2	17180.2	78525.9	376.256	17365	15.1275
227000	227	3.53263	39742.1	-35767.8	13897.5	17298.9	78064.9	360.18	17448.5	41.7111
228000	228	3.48493	39205.5	-35783.7	13956.5	16970.7	78247.1	430.679	17704.7	41.6929
229000	229	3.54439	39874.3	-35698.8	14160.6	16861.6	77912.8	437.064	17431.1	5.55701
230000	230	3.49499	39318.6	-35744.5	14236.5	17269.5	77806.7	479.962	17610	-5.43964
231000	231	3.49095	39273.2	-36193.8	14357	17486.8	77898.3	426.014	17405.5	-13.1074
232000	232	3.55418	39984.6	-36135.6	13965.5	17601.2	78263.5	467.328	17126.4	-8.33728
233000	233	3.54199	39847.4	-36245.3	14443.9	17026.4	77654.7	437.668	17486.5	-13.729
234000	234	3.55156	39955	-35893.2	14396.5	17177	76922.8	395.18	17872.4	-1.79126
235000	235	3.5299	39711.4	-35985.4	13614.8	17531.9	77306.7	449.364	17338.7	18.4095
236000	236	3.53058	39719.1	-36029.3	14070.2	17381.3	77655.3	432.468	17267.7	-8.31699
237000	237	3.55507	39994.5	-36017.6	14080.4	17241.8	77542.8	434.625	17818.7	26.4709
238000	238	3.4974	39345.8	-35979.2	14064.1	16913	77001.8	525.711	18021.5	25.066
239000	239	3.54532	39884.9	-35924.3	14060.4	17390.2	77305.6	386.302	17593.9	19.3183
240000	240	3.52667	39675.1	-36060	14105.3	17050.4	77779.4	375.864	17728.4	1.1562
241000	241	3.47992	39149.1	-35970.9	14431.7	17535.9	77372.2	387.085	17822.3	-0.584164
242000	242	3.51942	39593.5	-35957.6	14066.8	16723.1	77675	438.476	17680.9	-22.639
243000	243	3.44654	38773.6	-35990.5	14439.8	17483.5	77453.3	408.446	17424.9	-22.1947
244000	244	3.49415	39309.2	-35747.3	14176.5	17459.1	76726	421.391	17759.3	17.9463
245000	245	3.51939	39593.2	-35935.6	13824.1	17355.2	77679.2	402.338	17337.4	7.81711
246000	246	3.51772	39574.4	-35927.9	13765.7	17905.1	77023.6	428.032	17564.3	6.71232
247000	247	3.5086	39471.7	-35969.9	13993.7	17882.1	77302.5	340.866	17787.7	3.76374
248000	248	3.55852	40033.3	-35784.2	14074.4	17835.7	77634	367.685	17154.9	-6.81191
249000	249	3.48978	39260	-36012	14062.4	17422.8	77358.4	401.21	17669.9	-27.7148
250000	250	3.51521	39546.1	-36089.9	14244.9	17592.9	77407.9	339.348	17647.3	-19.3953
251000	251	3.52087	39609.7	-36019.9	13825.8	17226.6	77207.4	366.653	17887	-0.990847
